MWSC,Name,RAJ2000,DEJ2000,d,logt,e_logt,
1210,FSR_1139         ,111.138,-2.884,1964,8.855,0.053,
1211,Ruprecht_18      ,111.18,-26.21,1499,8.455,0.023,
1213,NGC_2383         ,111.172,-20.94,1655,8.69,0.061,
1214,Haffner_9        ,111.175,-17,1797,8.15,       ,
1215,FSR_1283         ,111.225,-23.871,4192,6.8,       ,
1216,NGC_2384         ,111.285,-21.02,2074,7.13,       ,
1217,FSR_1142         ,111.277,-2.9,1905,9.1,       ,
1218,Ruprecht_19      ,111.457,-21.563,1797,8,       ,
1219,FSR_1270         ,111.525,-21.205,1607,8.7,       ,
1220,Waterloo_7       ,111.532,-15.093,2932,8.53,0.032,
1221,FSR_1253         ,111.57,-18.445,2283,8.64,       ,
1222,Melotte_66       ,111.55,-47.668,4487,9.365,       ,
1223,Trumpler_6       ,111.607,-24.19,2839,8.615,0.056,
1224,Ruprecht_20      ,111.642,-28.8,1871,9.4,       ,
1225,Ruprecht_21      ,111.735,-31.155,3894,8.65,       ,
1226,DC_3             ,111.75,-37.525,4317,9.26,       ,
1227,ASCC_38          ,111.75,-5.545,569,8.6,       ,
1228,NGC_2395         ,111.774,13.584,1209,9.28,       ,
1229,Trumpler_7       ,111.825,-23.96,1659,8,0.001,
1231,IRAS_07255-2012  ,111.912,-20.306,8570,6,       ,
1232,NGC_2396         ,112.027,-11.74,545,8.52,       ,
1233,FSR_1275         ,112.012,-21.79,4541,9.4,       ,
1234,Czernik_29       ,112.092,-15.405,2879,8.5,       ,
1235,FSR_1260         ,112.11,-19.68,1409,8.3,       ,
1237,Haffner_10       ,112.144,-15.365,4873,9.305,       ,
1238,ESO_559-13       ,112.177,-20.81,1905,8.905,0.034,
1239,Haffner_24       ,112.237,-18.315,1708,8.535,0.002,
1240,Ruprecht_22      ,112.324,-29.183,1609,9.03,       ,
1241,NGC_2401         ,112.351,-13.972,3778,7,       ,
1242,FSR_1400         ,112.342,-47.854,2290,9.035,       ,
1243,DBSB_6           ,112.492,-19.1,4152,6.55,       ,
1244,DBSB_5           ,112.53,-18.535,2731,8.235,0.08,
1246,Dolidze_26       ,112.519,11.885,2070,8.475,0.143,
1248,Ruprecht_23      ,112.65,-23.383,3021,8.78,       ,
1249,Ivanov_7         ,112.662,-15.303,4141,8.7,0.046,
1251,Bochum_5         ,112.77,-16.915,1775,7.4,       ,
1252,FSR_1234         ,112.795,-15.428,1706,8.44,       ,
1253,Czernik_30       ,112.797,-9.94,6812,9.2,       ,
1254,Bochum_4         ,112.905,-17.19,870,8.41,0.008,
1255,DBSB_9           ,112.942,-19.375,4389,6,       ,
1256,FSR_1227         ,112.98,-13.835,4500,8.975,0.013,
1257,Ruprecht_24      ,112.98,-12.765,1706,8.65,       ,
1260,FSR_1226         ,113.215,-13.745,2901,8.87,       ,
1261,ASCC_39          ,113.317,-22.95,1609,8.71,       ,
1262,NGC_2413         ,113.265,-12.99,1341,8.655,       ,
1263,NGC_2414         ,113.287,-15.455,2874,7.27,       ,
1264,ESO_429-02       ,113.355,-28.19,2057,6.9,       ,
1265,Ruprecht_40      ,113.365,-20.51,1836,8.265,       ,
1266,ASCC_40          ,113.415,-13.765,3113,8.8,       ,
1267,FSR_1264         ,113.437,-19.811,1215,8.615,       ,
1268,FSR_1302         ,113.595,-26.325,2262,9.1,0.042,
1269,FSR_1243         ,113.629,-15.935,4336,6.7,       ,
1270,Teutsch_61       ,113.662,-19.8,1998,8.215,0.042,
1271,Alessi_17        ,113.85,-15.092,4697,8.22,       ,
1272,DBSB_10          ,113.857,-22.395,2362,6.5,       ,
1273,Haffner_11       ,113.845,-27.705,5157,8.945,0.038,
1274,DBSB_7           ,113.884,-18.765,2549,7.495,       ,
1276,FSR_1268         ,113.934,-19.779,974,8.62,       ,
1277,NGC_2421         ,114.06,-20.61,2178,7.45,       ,
1278,NGC_2422         ,114.165,-14.49,471,8.12,       ,
1279,Riddle_5         ,114.196,-24.662,2706,8.765,       ,
1280,Ruprecht_25      ,114.195,-23.355,3585,8.895,0.082,
1281,Czernik_31       ,114.259,-20.525,2057,8.25,       ,
1282,ESO_429-05       ,114.262,-32.205,3978,9.09,0.027,
1283,NGC_2423         ,114.277,-13.85,824,9.025,0.014,
1284,Alessi_18        ,114.292,-26.385,6287,9.01,       ,
1285,Ruprecht_26      ,114.292,-15.66,1456,7.8,       ,
1286,Ruprecht_27      ,114.423,-26.507,576,8.41,       ,
1287,Melotte_71       ,114.39,-12.055,2473,8.975,       ,
1290,NGC_2419         ,114.535,38.882,82535,10.1,       ,
1291,NGC_2425         ,114.562,-14.88,4330,9.34,       ,
1292,NGC_2420         ,114.595,21.567,2880,9.365,0.016,
1293,Melotte_72       ,114.619,-10.7,3963,8.865,       ,
1294,Arp-Madore_2     ,114.676,-33.835,13338,9.335,       ,
1296,FSR_1327         ,114.832,-31.74,2597,8.51,       ,
1297,NGC_2428         ,114.832,-16.518,1406,8.615,0.039,
1298,NGC_2430         ,114.916,-16.38,707,7.7,       ,
1299,Ruprecht_28      ,114.9,-30.935,4712,8.76,       ,
1300,ESO_493-03       ,114.922,-27.295,1400,8.385,       ,
1301,Bochum_15        ,115.042,-33.54,2420,6.67,       ,
1302,FSR_1152         ,115.042,-2.085,1824,8.6,       ,
1305,Haffner_13       ,115.117,-30.043,714,7.52,0.275,
1306,NGC_2439         ,115.2,-31.705,3834,7.25,       ,
1307,ESO_429-13       ,115.284,-30.72,1606,9.02,0.036,
1308,NGC_2451A        ,115.335,-38.52,188,7.76,       ,
1309,Ruprecht_151     ,115.32,-16.29,1490,8.15,       ,
1310,NGC_2432         ,115.225,-19.085,1589,8.65,       ,
1311,Ruprecht_29      ,115.324,-24.355,2312,8.6,       ,
1312,FSR_1211         ,115.38,-9.61,4332,9.135,       ,
1313,NGC_2437         ,115.455,-14.805,1375,8.35,       ,
1314,FSR_1320         ,115.552,-29.23,4712,8.88,       ,
1315,Ruprecht_30      ,115.603,-31.467,2134,8.725,       ,
1316,FSR_1145         ,115.629,-1.037,1292,7.9,       ,
1317,Ruprecht_31      ,115.747,-35.593,541,8.65,       ,
1318,FSR_1220         ,115.927,-11.03,1410,8.57,       ,
1319,FSR_1203         ,115.921,-8.02,1935,9.265,       ,
1320,ESO_368-11       ,116.1,-34.627,1245,8.945,       ,
1322,NGC_2451B        ,116.115,-37.67,489,8.23,       ,
1323,NGC_2448         ,116.142,-24.665,1040,7.25,       ,
1324,NGC_2447         ,116.145,-23.86,1037,8.68,0.022,
1325,FSR_1176         ,116.137,-5.16,2398,8.65,       ,
1326,Haffner_14       ,116.205,-28.38,2134,8.785,0.035,
1327,Ruprecht_32      ,116.332,-25.545,4417,6.7,       ,
1328,Haffner_15       ,116.382,-32.848,2237,7.28,       ,
1329,ESO_258-01       ,116.407,-46.71,1031,8.705,       ,
1330,Ruprecht_34      ,116.487,-20.385,893,9.1,       ,
1331,FSR_1351         ,116.46,-34.34,1579,8.2,       ,
1332,Ruprecht_33      ,116.482,-21.92,1558,8.81,       ,
1333,Ruprecht_35      ,116.553,-31.283,3858,8.44,0.032,
1334,FSR_1352         ,116.617,-34.28,1508,8.28,       ,
1336,Berkeley_39      ,116.707,-4.68,4836,9.5,       ,
1337,ASCC_41          ,116.745,0.02,397,8.7,       ,
1339,ESO_368-14       ,116.778,-32.973,1268,8.65,       ,
1340,NGC_2453         ,116.902,-27.193,2383,7.865,       ,
1341,FSR_1350         ,116.95,-34.036,1608,8.6,       ,
1342,FSR_1064         ,116.977,8.88,2669,8.025,       ,
1343,FSR_1347         ,116.992,-33.7,2173,8.02,0.191,
1344,Ruprecht_36      ,117.097,-26.29,1821,8.28,       ,
1345,Teutsch_25       ,117.112,-27.9,2839,9.26,       ,
1346,Haffner_25       ,117.165,-25.953,4244,8.46,0.036,
1348,FSR_1315         ,117.175,-26.983,2255,8.7,       ,
1349,FSR_1249         ,117.168,-14.7,2428,8.505,0.002,
1350,NGC_2455         ,117.258,-21.292,1711,8.72,       ,
1352,ESO_311-14       ,117.349,-42.685,1278,7.74,       ,
1353,Ruprecht_37      ,117.465,-17.225,5250,9.3,       ,
1354,FSR_1245         ,117.487,-14.021,1833,9.17,0.067,
1355,Haffner_16       ,117.588,-25.457,2654,7.3,       ,
1356,Ruprecht_38      ,117.621,-20.185,2928,8.73,0.028,
1357,Czernik_32       ,117.625,-29.845,3858,9,0.017,
1358,FSR_1361         ,117.667,-36.39,2234,8.49,0.062,
1359,FSR_1294         ,117.787,-22.11,2121,9.215,       ,
1360,Haffner_17       ,117.904,-31.817,2899,8.17,0.061,
1361,NGC_2459         ,118.008,9.557,2376,8.99,       ,
1362,SAI_81           ,118.029,-28.117,5165,8.13,0.075,
1363,NGC_2477         ,118.035,-38.53,1450,8.915,0.007,
1364,ESO_123-26       ,118.05,-60.34,816,8.53,       ,
1365,FSR_1044         ,118.02,12.173,2398,9.125,0.054,
1366,SAI_82           ,118.056,-33.04,1436,8.65,       ,
1367,NGC_2467         ,118.077,-26.428,1313,8.1,       ,
1368,Ruprecht_39      ,118.08,-22.447,2204,8.4,       ,
1370,NGC_2467-east    ,118.147,-26.432,4003,6.415,       ,
1371,Haffner_18       ,118.161,-26.38,2856,7.9,       ,
1372,Haffner_19       ,118.185,-26.275,4611,6.65,       ,
1373,ASCC_42          ,118.14,-52.995,792,8.15,       ,
1374,ASCC_43          ,118.267,-28.175,1005,8.215,       ,
1375,FSR_1133         ,118.252,1.72,3112,8.18,0.041,
1376,FSR_1102         ,118.39,5.7,1659,8.77,0.059,
1377,FSR_1298         ,118.417,-22.323,2088,8.435,0.059,
1378,Ruprecht_41      ,118.45,-26.965,3246,8.865,       ,
1379,Ruprecht_152     ,118.627,-38.22,3629,9.285,0.05,
1380,NGC_2479         ,118.785,-17.73,1363,9.015,0.016,
1381,Waterloo_3       ,118.767,-25.372,2589,8.5,       ,
1382,NGC_2482         ,118.792,-24.275,1344,8.505,0.086,
1383,NGC_2483         ,118.92,-27.905,1649,7.6,       ,
1384,Trumpler_9       ,118.92,-25.88,2291,7.8,       ,
1385,Haffner_20       ,119.062,-30.367,2910,8.055,       ,
1386,NGC_2489         ,119.077,-30.066,2255,7.315,       ,
1388,Ruprecht_42      ,119.412,-25.935,1964,8.7,       ,
1389,FSR_1479         ,119.407,-59.32,4055,9.2,       ,
1390,FSR_1221         ,119.446,-9.15,2569,8.5,       ,
1391,FSR_1342         ,119.479,-31.509,3628,8.29,       ,
1392,Turner_12        ,119.5,-29.283,4499,8.49,       ,
1393,NGC_2516         ,119.49,-60.75,373,8.475,       ,
1394,Koposov_2        ,119.571,26.25,22063,10.1,       ,
1395,Kronberger_85    ,119.586,-34.772,10380,8.5,       ,
1396,FSR_1514         ,119.632,-66.63,2754,9.5,       ,
1397,FSR_1084         ,119.653,8.056,2362,8.8,       ,
1398,Ruprecht_44      ,119.722,-28.585,4666,6.8,       ,
1399,FSR_1087         ,119.725,7.95,2376,9,       ,
1400,ESO_494-09       ,119.817,-27.583,1905,8.735,       ,
1401,Ruprecht_43      ,119.82,-28.87,970,8.4,       ,
1402,ESO_561-05       ,119.829,-22.69,1865,9,       ,
1403,FSR_1336         ,119.865,-30.725,1649,8.635,0.064,
1404,Ruprecht_45      ,119.875,-16.305,1888,9.3,       ,
1405,FSR_1365         ,119.937,-36.19,1884,9.01,0.048,
1406,NGC_2506         ,120,-10.76,3526,9.21,0.017,
1407,FSR_1147         ,120.082,1.26,1508,8.72,0.016,
1408,Ruprecht_153     ,120.094,-30.305,5326,8.58,0.055,
1409,FSR_1379         ,120.067,-40.898,1951,7.45,       ,
1410,NGC_2509         ,120.195,-19.05,1711,9.2,       ,
1411,Haffner_21       ,120.277,-27.213,2436,8.625,0.094,
1412,FSR_1378         ,120.328,-40.675,1562,8,       ,
1413,FSR_1360         ,120.397,-34.46,1743,8.985,0.025,
1414,ASCC_44          ,120.48,-50.58,553,7.9,       ,
1415,ESO_311-21       ,120.424,-41.583,5118,9.3,       ,
1416,FSR_1339         ,120.427,-30.71,4167,8.99,0.021,
1417,Ruprecht_154     ,120.435,-44.423,3160,7.15,       ,
1418,Ruprecht_46      ,120.547,-19.465,1467,8.15,       ,
1419,Ruprecht_47      ,120.585,-31.07,2892,8.18,0.038,
1420,ESO_430-09       ,120.6,-29.767,2273,8.5,       ,
1421,Ruprecht_48      ,120.697,-32.05,3033,8.6,       ,
1423,Ruprecht_49      ,120.805,-26.77,1748,8.22,       ,
1424,Ruprecht_50      ,120.877,-30.86,1834,8.775,0.028,
1425,Ruprecht_51      ,120.897,-30.66,2534,8.77,0.028,
1426,ESO_430-14       ,120.892,-31.415,2860,7.21,       ,
1427,FSR_1383         ,121.039,-41.218,2434,9.12,       ,
1428,NGC_2527         ,121.275,-28.17,642,8.91,0.031,
1429,Ruprecht_155     ,121.267,-31.817,2311,8.57,       ,
1430,Ruprecht_52      ,121.305,-31.97,1609,8.55,       ,
1431,ESO_430-18       ,121.762,-30.835,871,8.875,0.036,
1432,NGC_2533         ,121.777,-29.88,2955,8.365,       ,
1433,vdBergh-Hagen_19 ,121.768,-32.352,3259,8.755,0.101,
1434,Teutsch_50       ,121.789,-36.073,3254,9.48,       ,
1435,SAI_86           ,122.062,-36.59,3022,8.65,       ,
1437,NGC_2547         ,122.478,-49.205,361,7.89,       ,
1438,FSR_1363         ,122.646,-34.6,2391,8.5,       ,
1439,NGC_2539         ,122.67,-12.84,1232,8.735,0.022,
1440,FSR_1312         ,122.692,-23.305,1941,8.835,0.05,
1441,FSR_1446         ,122.715,-50.985,2434,9.1,       ,
1442,Ruprecht_53      ,122.68,-26.94,1523,8.86,       ,
1443,FSR_1380         ,122.77,-39.965,3112,8.99,0.035,
1444,Ruprecht_54      ,122.842,-31.945,5243,8.915,       ,
1445,FSR_1447         ,122.887,-51.02,2549,9.1,       ,
1446,FSR_1357         ,122.925,-32.255,2361,8.595,       ,
1447,NGC_2546         ,122.962,-37.61,935,8.135,0.072,
1448,FSR_1335         ,123.001,-29,3835,9.205,0.064,
1449,DBSB_13          ,123.06,-22.345,3558,8.735,0.059,
1450,Haffner_22       ,123.112,-27.89,2796,9.19,0.021,
1451,Ruprecht_55      ,123.142,-32.605,3640,6.97,       ,
1452,Ruprecht_56      ,123.165,-40.485,429,8.745,       ,
1453,SAI_88           ,123.241,-41.875,5838,8.925,       ,
1454,NGC_2548         ,123.435,-5.77,789,8.72,0.017,
1455,vdBergh-Hagen_23 ,123.495,-36.334,414,7.14,       ,
1456,Ruprecht_58      ,123.705,-31.945,2340,8.615,0.1,
1457,Ruprecht_57      ,123.795,-26.97,1764,8.975,       ,
1458,BIP_14           ,123.78,-4.075,1609,8.095,       ,
1459,Haffner_26       ,123.922,-30.829,2589,8,       ,
1460,ASCC_45          ,123.907,-35.64,3001,7.25,       ,
1462,FSR_1307         ,123.99,-21.435,1935,9.2,       ,
1463,ASCC_46          ,124.095,-48.47,899,7.8,       ,
1464,Pup_OB3          ,124.237,-35.866,1768,6.4,       ,
1465,Pismis_2         ,124.491,-41.67,2754,9.055,       ,
1466,Pismis_1         ,124.575,-37.1,5903,7.8,       ,
1467,NGC_2567         ,124.642,-30.65,1678,8.645,0.068,
1468,FSR_1419         ,124.747,-47.8,7746,8.375,       ,
1469,NGC_2571         ,124.735,-29.735,1339,7.35,       ,
1470,Ivanov_8         ,124.791,-35.65,1194,7.8,       ,
1471,Moitinho_1       ,124.821,-45.208,1146,8.635,       ,
1472,Ruprecht_59      ,124.837,-34.495,4004,6.8,       ,
1473,Ruprecht_156     ,124.89,-45.35,2720,9.31,0.048,
1474,NGC_2579         ,125.182,-36.197,1221,8.6,       ,
1476,NGC_2580         ,125.377,-30.295,5067,8.4,       ,
1477,AH03_J0822-36.4  ,125.535,-36.405,1634,8.915,       ,
1479,FSR_1295         ,125.73,-17.545,1711,8.55,       ,
1480,NGC_2588         ,125.805,-32.97,2421,8.9,       ,
1481,Collinder_185    ,125.835,-36.33,1477,8.18,       ,
1482,NGC_2587         ,125.857,-29.493,2701,8.7,       ,
1483,Collinder_187    ,126.051,-29.17,2187,8.915,       ,
1484,ESO_312-03       ,126.12,-41.305,2170,8.665,0.052,
1485,Ruprecht_60      ,126.108,-47.2,5739,8.6,       ,
1486,FSR_1387         ,126.129,-39.905,1258,9.02,       ,
1488,Ruprecht_61      ,126.307,-34.159,6006,9.1,       ,
1489,Saurer_2         ,126.36,-39.64,6020,9.25,       ,
1491,ESO_312-04       ,126.693,-41.238,1963,8.3,       ,
1492,ESO_370-13       ,126.783,-34.7,7617,8.9,       ,
1493,SAI_90           ,127.023,-41.77,3112,9.105,0.032,
1494,FSR_1390         ,127.092,-40.083,2397,8.3,       ,
1495,NGC_2609         ,127.383,-61.1,1481,8.48,       ,
1496,Ruprecht_157     ,127.455,-19.12,2311,8.7,       ,
1497,vdBergh-Hagen_34 ,127.8,-44.505,950,8.48,       ,
1498,Pismis_3         ,127.815,-38.658,1418,8.925,0.03,
1499,ESO_313-03       ,127.908,-41.787,4269,8.6,       ,
1500,ASCC_47          ,127.947,-39.055,780,7.88,       ,
1501,ESO_370-17       ,127.966,-36.197,2695,9,       ,
1502,Teutsch_64       ,128.124,-41.995,3112,8.72,       ,
1503,Ruprecht_62      ,128.152,-19.683,2160,8.735,0.046,
1504,Ruprecht_63      ,128.16,-48.295,4829,8.9,       ,
1505,FSR_1411         ,128.595,-43.86,912,7.5,       ,
1506,ASCC_48          ,128.662,-37.63,550,9.185,0.021,
1507,Pismis_4         ,128.67,-44.495,575,8.155,       ,
1508,DBSB_19          ,128.865,-40.63,4350,6,       ,
1509,vdBergh-Hagen_37 ,128.947,-43.618,5202,7.5,       ,
1510,FSR_1397         ,129.255,-40.385,2068,7.78,0.001,
1511,SAI_91           ,129.255,-50.04,3330,8.83,       ,
1512,FSR_1401         ,129.262,-42.365,4178,6.75,       ,
1513,FSR_1412         ,129.319,-44.131,2644,7.05,       ,
1514,NGC_2627         ,129.33,-29.945,2712,9.225,0.037,
1515,Ruprecht_64      ,129.27,-40.185,619,8.45,       ,
1516,Pismis_5         ,129.415,-39.58,702,7.3,       ,
1517,FSR_1429         ,129.409,-46.017,3371,8.2,       ,
1518,FSR_1406         ,129.57,-42.35,3208,6.9,       ,
1519,NGC_2635         ,129.609,-34.775,3789,8.73,0.074,
1520,Pismis_6         ,129.765,-46.235,1668,7.58,       ,
1521,FSR_1251         ,129.772,-7.54,2839,9.2,       ,
1522,Ruprecht_65      ,129.817,-44.07,786,8.82,       ,
1523,FSR_1443         ,129.862,-47.357,1864,8.77,       ,
1524,FSR_1441         ,129.87,-47.1,1659,8.73,       ,
1526,FSR_1415         ,130.095,-44.725,3473,9.25,       ,
1527,NGC_2632         ,130.095,19.69,187,8.92,       ,
1528,Waterloo_6       ,130.095,-46.133,2256,9.085,       ,
1529,IC_2391          ,130.065,-53.028,165,8.05,       ,
1530,Ruprecht_66      ,130.117,-38.055,3552,8.91,0.043,
1531,FSR_1345         ,130.21,-25.375,2330,6.95,       ,
1532,Pismis_7         ,130.3,-38.707,4783,8.705,0.075,
1533,Pismis_8         ,130.414,-46.267,1363,7.43,       ,
1534,Ruprecht_67      ,130.44,-43.395,1342,8.6,       ,
1535,Mamajek_1        ,130.47,-79.045,112,6.99,       ,
1536,DBSB_21          ,130.56,-40.733,4839,6,       ,
1537,IC_2395          ,130.65,-48.133,701,7.27,0.048,
1538,NGC_2659         ,130.642,-44.985,1713,7.36,0.082,
1539,NGC_2660         ,130.665,-47.197,2817,9.1,       ,
1540,ESO_432-03       ,130.747,-27.865,1831,9.2,       ,
1541,FSR_1382         ,130.732,-35.785,1811,9.1,0.048,
1542,NGC_2658         ,130.875,-32.665,3123,8.975,0.025,
1543,FSR_1371         ,130.879,-31.716,3801,9.35,       ,
1544,ESO_313-11       ,130.929,-37.7,3010,9.5,       ,
1545,ESO_313-12       ,130.963,-40.225,1401,8.5,       ,
1546,FSR_1399         ,131.04,-39.365,3308,8.3,       ,
1547,Ruprecht_68      ,131.148,-35.885,2181,9.35,0.028,
1548,Ruprecht_69      ,131.119,-47.57,2010,9,       ,
1549,SAI_94           ,131.172,-46.285,3886,9.09,0.036,
1550,Bochum_7         ,131.19,-45.98,6059,7.5,       ,
1551,Collinder_197    ,131.212,-41.233,881,7.2,       ,
1552,Collinder_196    ,131.257,-31.625,1393,9.26,       ,
1554,NGC_2670         ,131.392,-48.82,1294,8.14,       ,
1555,FSR_1434         ,131.37,-45.402,1367,9.035,0.028,
1558,NGC_2671         ,131.553,-41.867,1309,8.53,       ,
1559,ESO_260-06       ,131.572,-47.685,1211,8.1,       ,
1561,NGC_2669         ,131.617,-52.94,1057,8.405,       ,
1564,DBSB_27          ,131.662,-43.884,2479,8.01,0.002,
1565,NGC_2664         ,131.842,12.6,1659,8.29,       ,
1566,ESO_211-01       ,131.805,-52.065,3413,8.76,0.056,
1567,Trumpler_10      ,131.872,-42.4,417,7.38,       ,
1568,FSR_1418         ,131.914,-43.999,1249,8.85,0.033,
1569,ASCC_49          ,131.962,-38,629,7.895,       ,
1570,ESO_260-07       ,132,-47.03,1876,9.375,       ,
1571,FSR_1280         ,132.112,-11.21,1298,8.6,       ,
1574,Ruprecht_71      ,132.337,-46.878,1300,8.84,       ,
1575,vdBergh-Hagen_54 ,132.421,-44.367,1239,7.5,       ,
1579,ASCC_50          ,132.592,-41.72,846,7.8,       ,
1582,FSR_1424         ,132.66,-43.832,1829,8.4,       ,
1584,FSR_1454         ,132.78,-48.477,2187,8.9,       ,
1585,NGC_2682         ,132.847,11.815,890,9.535,0.009,
1587,ESO_211-03       ,132.9,-50.245,4269,9.035,0.018,
1589,FSR_1430         ,132.967,-44.253,6737,8.5,       ,
1591,Ruprecht_72      ,133.012,-37.61,2242,9.4,       ,
1592,Ruprecht_158     ,133.11,-37.555,2720,9.15,       ,
1594,FSR_1432         ,133.233,-44.185,1904,8.1,       ,
1595,ESO_371-25       ,133.249,-35.467,2839,9.055,0.051,
1597,FSR_1452         ,133.327,-47.92,2070,9.05,       ,
1599,FSR_1304         ,133.339,-14.785,5168,9.25,       ,
1600,vdBergh-Hagen_55 ,134.047,-39.51,3642,7.45,       ,
1601,FSR_1346         ,134.055,-23.435,3047,9.2,       ,
1604,FSR_1435         ,134.272,-43.765,1296,6,       ,
1605,vdBergh-Hagen_56 ,134.28,-43.285,737,7.3,       ,
1606,Muzzio_1         ,134.49,-47.695,1394,6.5,       ,
1608,FSR_1421         ,134.523,-42.6,1268,8.3,       ,
1609,FSR_1450         ,134.602,-46.303,1379,8.4,       ,
1612,FSR_1478         ,135.033,-52.711,1976,8.61,0.052,
1613,Collinder_205    ,135.135,-48.99,1458,7.03,       ,
1615,Ruprecht_73      ,135.291,-50.917,1621,8.88,       ,
1619,Pismis_10        ,135.658,-43.636,8835,8.4,       ,
1620,FSR_1442         ,135.7,-43.96,1186,9.19,       ,
1622,DBSB_34          ,135.795,-47.817,1736,8.15,       ,
1623,FSR_1416         ,136.153,-41.126,1649,9.13,       ,
1624,ESO_260-17       ,136.188,-46.035,1808,8.99,0.066,
1625,ESO_165-09       ,136.35,-55.938,656,8.915,       ,
1626,FSR_1402         ,136.44,-37.875,2889,7.395,0.079,
1627,FSR_1367         ,136.44,-26.34,2076,8.98,0.076,
1628,FSR_1460         ,136.912,-47.825,1285,8.835,0.009,
1629,Platais_8        ,136.875,-59.16,141,7.75,       ,
1631,FSR_1366         ,137.484,-25.48,1513,8.7,       ,
1632,vdBergh-Hagen_58 ,137.55,-56.262,2398,9.17,       ,
1633,ESO_166-04       ,137.625,-53.89,978,8.26,       ,
1634,ESO_261-03       ,137.827,-47.06,1063,8.615,0.075,
1635,FSR_1468         ,137.947,-48.07,1005,8.3,       ,
1636,NGC_2808         ,138.013,-64.863,9612,10.1,       ,
1637,FSR_1389         ,138.042,-32.76,3508,8.595,       ,
1638,FSR_1579         ,138.42,-77.425,1000,9.5,       ,
1639,Platais_9        ,137.955,-43.53,200,8.09,       ,
1640,FSR_1474         ,138.667,-49.745,1079,7.525,       ,
1641,DBSB_35          ,138.79,-47.465,1678,6.8,       ,
1642,FSR_1381         ,138.922,-29.675,2795,8.505,0.001,
1643,Pismis_11        ,138.97,-50.01,4767,6,       ,
1644,NGC_2818         ,139.05,-36.615,2054,9.16,       ,
1645,DBSB_36          ,139.2,-47.945,748,7.5,       ,
1646,ESO_211-09       ,139.183,-50.283,2153,8.7,       ,
1647,ASCC_51          ,139.522,-69.69,496,8.54,0.074,
1648,NGC_2849         ,139.846,-40.517,4800,9.095,       ,
1649,ESO_314-14       ,139.878,-38.132,1870,8.65,       ,
1650,Pismis_12        ,139.999,-45.11,2221,9.205,0.04,
1651,Ruprecht_159     ,140.107,-60.395,6347,9.2,       ,
1652,Teutsch_48       ,140.137,-52.827,6501,8.975,       ,
1653,vdBergh-Hagen_63 ,140.163,-49.217,4131,8.775,0.066,
1654,E_3              ,140.238,-77.282,8104,9.9,       ,
1655,Ruprecht_74      ,140.25,-37.117,3074,8.9,       ,
1656,FSR_1464         ,140.445,-45.76,2220,8.495,0.234,
1657,Ruprecht_75      ,140.479,-56.317,4405,9.09,0.031,
1658,NGC_2866         ,140.529,-51.1,2600,7.95,0.131,
1659,FSR_1485         ,140.512,-51.966,1187,8.88,       ,
1661,FSR_1471         ,141.045,-47.34,1966,8.82,       ,
1663,Ruprecht_76      ,141.067,-51.66,1332,8.15,       ,
1664,ESO_261-07       ,141.15,-44.67,3360,9,       ,
1665,DBSB_39          ,141.103,-53.136,1864,7.4,       ,
1667,vdBergh-Hagen_66 ,141.337,-54.725,5664,8.87,0.044,
1668,Miller_1         ,141.42,-53.225,2792,6.6,       ,
1669,vdBergh-Hagen_67 ,141.682,-51.273,6501,8.835,       ,
1670,Ruprecht_77      ,141.795,-55.123,4089,7.95,0.196,
1671,IC_2488          ,141.915,-57,1138,8.445,       ,
1672,ASCC_52          ,141.997,-54.25,2200,7.95,       ,
1673,FSR_1577         ,142.192,-76.085,1561,9.6,       ,
1674,Teutsch_103      ,142.155,-46.6,2663,8.975,       ,
1675,Ruprecht_78      ,142.26,-53.71,1706,7.25,       ,
1676,FSR_1407         ,142.462,-33.835,3860,9.3,       ,
1677,FSR_1484         ,142.446,-50.682,1847,8.645,       ,
1678,Pismis_14        ,142.47,-52.78,1775,8.355,       ,
1679,NGC_2910         ,142.62,-52.925,1882,7.2,       ,
1680,Basel_20         ,142.747,-56.43,1380,7.5,       ,
1681,vdBergh-Hagen_72 ,142.845,-53.035,2032,8.7,       ,
1682,vdBergh-Hagen_73 ,142.965,-50.215,2269,8.9,       ,
1683,FSR_1417         ,143.092,-35.98,2210,8.51,       ,
1684,Turner_5         ,143.317,-36.41,400,8.49,       ,
1685,FSR_1391         ,143.212,-28.848,1753,8.4,       ,
1686,NGC_2925         ,143.286,-53.371,774,7.805,       ,
1687,FSR_1489         ,143.316,-51.195,1211,9.015,0.064,
1688,Teutsch_66       ,143.397,-52.375,4635,8.19,       ,
1689,FSR_1507         ,143.482,-56.248,1445,8.8,       ,
1690,Pismis_15        ,143.688,-48.03,2558,9.095,       ,
1691,vdBergh-Hagen_75 ,143.679,-54.7,5984,8.85,       ,
1692,FSR_1431         ,143.782,-36.563,2343,9.08,       ,
1694,NGC_2932         ,143.866,-46.81,2919,8.85,       ,
1695,FSR_1500         ,144.475,-53.953,1380,8.58,       ,
1696,FSR_1405         ,144.465,-31.615,3860,9.5,       ,
1697,ASCC_53          ,144.54,-59.46,1786,8,       ,
1698,SAI_108          ,144.72,-52.935,3010,8.755,       ,
1699,NGC_2972         ,145.057,-50.325,1778,8.73,0.06,
1700,Hogg_1           ,145.137,-50.58,1594,8.635,       ,
1701,Ruprecht_79      ,145.23,-53.85,1991,7.265,       ,
