MWSC,Name,RAJ2000,DEJ2000,d,logt,e_logt,
2750,FSR_1775         ,269.032,-36.565,8508,9.6,       ,
2751,FSR_0022         ,269.107,-23.192,4340,9.65,       ,
2754,FSR_0080         ,269.158,0.058,3260,9.5,       ,
2755,Trumpler_30      ,269.227,-35.27,1982,8.35,       ,
2756,Dutra-Bica_30    ,269.235,-28.625,7061,8.49,       ,
2757,NGC_6494         ,269.227,-19,648,8.515,0.027,
2758,FSR_0023         ,269.407,-22.865,2418,8.7,       ,
2759,Ruprecht_135     ,269.514,-11.677,3497,9.5,       ,
2761,ESO_456-29       ,269.667,-32.01,3007,9.2,       ,
2762,Pfleiderer_2     ,269.662,-5.072,8677,9.85,       ,
2764,NGC_6496         ,269.766,-44.266,11307,10.05,       ,
2765,Ruprecht_136     ,269.824,-24.71,4513,8.4,       ,
2767,ESO_229-02       ,269.917,-51.695,2362,9.7,       ,
2769,Trumpler_31      ,269.932,-28.207,830,8.635,       ,
2770,NGC_6507         ,269.952,-17.418,3707,9.2,       ,
2771,Ruprecht_138     ,269.991,-24.698,1134,8.9,       ,
2772,Ruprecht_137     ,269.977,-25.215,1405,8.795,0.045,
2773,Collinder_359    ,270.12,2.875,640,7.45,       ,
2774,BDSB_107         ,270.19,-24.073,2378,6.4,       ,
2776,Ruprecht_139     ,270.247,-23.535,593,9.05,       ,
2777,BDSB_106         ,270.396,-24.835,1478,7.15,       ,
2778,Terzan_9         ,270.411,-26.833,7108,10.05,       ,
2779,Djorg_2          ,270.454,-27.817,6305,9.95,       ,
2780,NGC_6517         ,270.46,-8.959,10600,10.1,       ,
2781,Bochum_14        ,270.498,-23.705,538,7.1,       ,
2782,BDSB_109         ,270.505,-23.953,2062,7.15,       ,
2784,NGC_6525         ,270.517,11.017,3221,9.45,       ,
2785,BDSB_111         ,270.522,-21.775,1763,6.6,       ,
2786,ESO_589-26       ,270.57,-21.917,2434,6.5,       ,
2787,FSR_0117         ,270.583,16.774,1724,9.32,       ,
2789,NGC_6514         ,270.645,-22.995,1093,6.9,       ,
2790,NGC_6520         ,270.862,-27.895,1472,7.755,0.216,
2791,Teutsch_14a      ,270.871,-22.117,2106,8.485,       ,
2792,NGC_6522         ,270.892,-30.034,7702,10.1,       ,
2793,Terzan_10        ,270.901,-26.067,5797,9.95,       ,
2795,NGC_6535         ,270.96,-0.298,6806,10.1,       ,
2796,NGC_6531         ,271.05,-22.49,1194,6.82,       ,
2797,FSR_0035         ,271.072,-20.178,2525,6.6,       ,
2798,NGC_6530         ,271.125,-24.36,1365,6.67,       ,
2799,ESO_139-54       ,271.155,-58.525,985,8.99,       ,
2800,NGC_6528         ,271.207,-30.056,7892,9.95,       ,
2801,NGC_6539         ,271.207,-7.586,7801,9.95,       ,
2804,NGC_6540         ,271.536,-27.75,5301,10.1,       ,
2805,BDSB_3           ,271.582,-21.62,1515,8.255,       ,
2806,FSR_0125         ,271.612,21.914,6251,9.35,       ,
2807,FSR_0031         ,271.621,-21.38,1468,8.55,       ,
2808,Collinder_468    ,271.63,-27.447,7376,9.5,       ,
2809,FSR_0039         ,271.762,-19.91,2940,6,       ,
2810,NGC_6544         ,271.836,-24.997,3000,10.1,       ,
2811,BDSB_105         ,271.881,-25.755,1129,7,       ,
2812,NGC_6546         ,271.875,-23.325,938,8.72,       ,
2813,NGC_6541         ,272.01,-43.715,7499,10.1,       ,
2814,ASCC_93          ,272.04,-22.28,1830,6.1,       ,
2817,FSR_1774         ,272.182,-37.94,1935,9,       ,
2818,Dol-Dzim_9       ,272.197,31.555,2626,9.39,       ,
2819,vdBergh_113      ,272.175,-21.405,2056,8.3,       ,
2821,NGC_6554         ,272.23,-18.443,1775,8.62,0.043,
2822,BDSB_113         ,272.257,-20.08,4644,6,       ,
2823,ESO-SC06         ,272.275,-46.417,21395,10.1,       ,
2824,NGC_6553         ,272.323,-25.909,6000,10,       ,
2825,ESO_521-38       ,272.34,-24.53,1490,8.395,0.001,
2827,2MS-GC02         ,272.38,-20.79,7436,10,       ,
2828,Collinder_367    ,272.407,-23.7,1170,7.295,       ,
2830,FSR_0095         ,272.515,4.222,4297,9.35,       ,
2831,NGC_6558         ,272.574,-31.764,7411,10.1,       ,
2832,Dolidze_51       ,272.599,-17.741,1423,8.2,       ,
2834,NGC_6561         ,272.613,-16.73,2488,6.6,       ,
2835,IC_1276          ,272.683,-7.208,5399,10.1,       ,
2837,Sgr_OB6          ,272.883,-16,1594,7.5,       ,
2838,Terzan_12        ,273.066,-22.733,4801,10.1,       ,
2839,FSR_0099         ,273.091,5.475,2495,8.855,0.045,
2840,ESO_456-72       ,273.121,-29.567,1211,9.49,0.043,
2841,NGC_6568         ,273.18,-21.6,861,8.8,0.025,
2842,ESO_522-05       ,273.195,-24.35,1657,9.5,       ,
2843,FSR_0051         ,273.267,-13.325,4415,6.1,       ,
2844,NGC_6569         ,273.411,-31.827,10900,9.95,       ,
2845,NGC_6573         ,273.412,-22.13,3032,8.8,       ,
2846,FSR_0062         ,273.45,-8.708,3976,9,       ,
2847,vdBergh-Hagen_261,273.52,-28.633,6555,10.05,       ,
2848,BDSB_115         ,273.52,-17.47,7959,8.065,       ,
2850,FSR_0046         ,273.577,-17.325,4736,8.4,       ,
2851,BDSB_116         ,273.657,-16.757,5358,6,       ,
2852,BDSB_114         ,273.663,-17.881,4269,6.335,       ,
2853,Sgr_OB7          ,273.72,-20.32,1481,6.45,       ,
2854,FSR_0078         ,273.745,-3.155,2971,9.31,0.04,
2855,FSR_0063         ,273.78,-8.45,3940,9.21,       ,
2856,FSR_0073         ,273.804,-3.925,4429,9.2,       ,
2857,Markarian_38     ,273.87,-19.015,2318,6.9,       ,
2858,ASCC_94          ,273.9,-14.975,731,8.84,0.078,
2860,NGC_6583         ,273.954,-22.133,1753,9,       ,
2861,ASCC_95          ,274.012,-25.705,1213,8.41,0.12,
2862,ESO_335-05       ,274.05,-41.05,7562,9.2,       ,
2863,FSR_0121         ,274.077,17.45,1523,9.45,       ,
2864,FSR_0102         ,274.122,7.391,2153,9.015,       ,
2865,Collinder_469    ,274.126,-18.3,1277,8,       ,
2869,FSR_1757         ,274.26,-45.25,1397,8.66,       ,
2870,BDSB_5           ,274.267,-19.87,6343,6,       ,
2872,Turner_2         ,274.23,-19.065,1290,7.9,       ,
2873,Trumpler_32      ,274.297,-13.33,1623,8.795,       ,
2874,NGC_6596         ,274.38,-16.65,932,8.6,       ,
2875,Turner_3         ,274.32,-19.12,1392,7.46,       ,
2876,Dias_5           ,274.41,-19.66,1289,8.1,       ,
2878,NGC_6604         ,274.507,-12.238,1895,6.89,       ,
2881,FSR_0145         ,274.587,29.11,1607,9.185,0.08,
2882,NGC_6605         ,274.605,-14.965,1144,8.8,       ,
2883,NGC_6603         ,274.605,-18.43,2325,8.4,       ,
2885,NGC_6584         ,274.656,-52.216,13501,10.1,       ,
2886,NGC_6611         ,274.672,-13.78,1646,6.33,       ,
2887,Alessi_19        ,274.782,12.195,550,7.9,       ,
2889,FSR_0108         ,274.792,8.128,2496,9.3,       ,
2891,FSR_0076         ,274.942,-4.215,5325,9.1,       ,
2892,NGC_6613         ,274.995,-17.11,1213,7.705,0.067,
2893,ASCC_96          ,275.017,-32.36,759,8.4,       ,
2894,FSR_0077         ,275.032,-4.086,3497,9.48,       ,
2895,NGC_6588         ,275.13,-63.81,4757,9.4,       ,
2896,NGC_6618         ,275.145,-16.15,1308,6,       ,
2898,Kronberger_2     ,275.329,-14.283,3197,8.2,       ,
2900,Kharchenko_2     ,275.587,-14.585,3412,8.425,       ,
2903,NGC_6625         ,275.697,-11.955,1335,8.7,       ,
2904,FSR_0120         ,275.767,15.85,1786,9.23,       ,
2906,NGC_6624         ,275.919,-30.361,7905,9.95,       ,
2907,Dolidze_52       ,275.98,-16.64,1318,7.3,       ,
2908,NGC_6626         ,276.136,-24.87,5501,10.1,       ,
2909,BDSB_8           ,276.187,-13.396,4360,6.15,       ,
2910,Trumpler_33      ,276.172,-19.72,1282,7.84,       ,
2911,Sct_OB3          ,276.195,-14.2,1475,6.1,       ,
2912,Ruprecht_170     ,276.367,-10.015,5785,6,       ,
2913,Dolidze_28       ,276.37,-14.65,1258,8.25,       ,
2914,Mamajek_4        ,276.532,-50.955,386,8.815,0.062,
2915,Bica_3           ,276.516,-13.05,1614,7.2,       ,
2916,NGC_6631         ,276.813,-12.02,2972,8.79,0.021,
2917,NGC_6633         ,276.835,6.5,385,8.76,       ,
2921,FSR_0009         ,277.137,-31.905,5174,9.155,       ,
2923,FSR_0059         ,277.266,-11.967,1550,8.4,       ,
2930,FSR_0060         ,277.545,-11.5,1257,8.305,0.116,
2931,FSR_0054         ,277.605,-15.045,2325,8.905,0.045,
2932,Dias_6           ,277.635,-12.305,1916,8.6,       ,
2933,NGC_6638         ,277.734,-25.497,9410,10.05,       ,
2934,NGC_6639         ,277.74,-13.14,765,8.93,       ,
2935,Ruprecht_141     ,277.828,-12.326,3381,6.55,       ,
2936,NGC_6637         ,277.846,-32.348,8800,9.95,       ,
2937,Dolidze_29       ,277.849,-6.633,1460,7.5,       ,
2939,NGC_6647         ,277.867,-17.34,5246,9.25,       ,
2940,IC_4725          ,277.927,-19.11,561,7.97,       ,
2941,NGC_6642         ,277.975,-23.475,8089,10.1,       ,
2942,FSR_0052         ,278.02,-15.687,1173,7.5,       ,
2943,Ruprecht_142     ,278.055,-12.215,1802,8.53,       ,
2944,Ruprecht_171     ,278.025,-16.01,1159,9.55,       ,
2945,Ruprecht_143     ,278.149,-12.14,2062,8.65,       ,
2946,NGC_6645         ,278.13,-16.91,1245,8.61,0.018,
2947,Dolidze_30       ,278.22,-6.035,1569,8.95,       ,
2948,IRAS_18306-0500  ,278.334,-4.971,2023,7.8,       ,
2949,NGC_6649         ,278.34,-10.4,1564,8.1,       ,
2950,Ruprecht_144     ,278.377,-11.41,1649,8.795,0.052,
2952,NGC_6659         ,278.535,23.599,1965,9.43,0.033,
2953,BDSB_121         ,278.542,-7.305,6952,6,       ,
2956,BDSB_117         ,278.617,-9.259,7459,6,       ,
2957,Dolidze_31       ,278.745,-6.85,5163,6,       ,
2958,FSR_0072         ,278.812,-7.16,1668,8.7,       ,
2960,NGC_6652         ,278.94,-32.991,9999,10.05,       ,
2961,NGC_6656         ,279.1,-23.905,3198,10.1,       ,
2962,NGC_6664         ,279.132,-8.21,1708,7.9,       ,
2963,ASCC_97          ,279.225,-19.22,591,7.88,       ,
2965,W_42             ,279.562,-6.797,4261,6,       ,
2966,FSR_1782         ,279.57,-37.56,2650,9.175,0.044,
2967,IC_4756          ,279.735,5.45,483,8.79,       ,
2968,NGC_6682         ,279.912,-4.8,1304,6.5,       ,
2969,Stephenson_2     ,279.915,-6.03,1128,6,       ,
2970,Trumpler_34      ,279.949,-8.415,1342,8.585,       ,
2971,ESO_281-24       ,279.997,-44.19,3830,8.945,       ,
2972,Dolidze_32       ,280.305,-4.035,1381,6,       ,
2973,Dolidze_33       ,280.308,-4.373,1930,7.3,       ,
2974,Palomar_8        ,280.374,-19.83,12801,9.9,       ,
2976,Dolidze_34       ,280.474,-4.267,1422,7.95,       ,
2977,NGC_6683         ,280.554,-6.2,1441,6.75,       ,
2978,Teutsch_145      ,280.621,-5.25,1762,8.725,       ,
2979,ASCC_98          ,280.665,-33.65,800,8.045,       ,
2980,Trumpler_35      ,280.747,-4.23,1273,8.15,       ,
2981,NGC_6681         ,280.803,-32.292,9001,10.1,       ,
2982,BDSB_124         ,280.81,-3.598,7813,7.9,       ,
2983,FSR_1785         ,281.028,-36.942,4080,9.4,       ,
2985,Andrews-Lindsay_5,281.085,-4.93,2289,6,       ,
2986,Berkeley_79      ,281.235,-1.155,2434,6.8,       ,
2987,NGC_6694         ,281.317,-9.38,1748,8.12,0.029,
2988,FSR_0069         ,281.347,-10.46,1848,6.8,       ,
2989,FSR_0087         ,281.482,-3.607,1174,8.25,       ,
2990,BDSB_125         ,281.517,-2.655,6699,6,       ,
2991,BDSB_10          ,281.583,-3.795,818,7.6,       ,
2992,FSR_0098         ,281.902,0.607,5387,6.1,       ,
2993,W_43             ,281.884,-1.942,4891,6,       ,
2995,NGC_6698         ,281.974,-25.877,4135,9.2,0.066,
2996,Basel_1          ,282.037,-5.865,1604,8.135,0.042,
2997,FSR_0089         ,282.183,-3.519,1516,8.3,       ,
2999,ASCC_99          ,282.277,-18.74,679,8.75,       ,
3000,FSR_0101         ,282.309,2.767,1657,6.9,       ,
3002,Czernik_38       ,282.447,4.96,1763,7.3,       ,
3003,FSR_0094         ,282.469,-1.022,2069,6,       ,
3004,FSR_0090         ,282.574,-3.577,1388,8.695,       ,
3005,Ruprecht_145     ,282.66,-18.227,770,8.9,       ,
3006,FSR_0088         ,282.658,-4.188,2837,8.495,0.035,
3007,NGC_6704         ,282.687,-5.21,2180,8,       ,
3008,NGC_6705         ,282.747,-6.28,1750,8.505,0.031,
3009,NGC_6709         ,282.846,10.33,1075,8.15,       ,
3010,Teutsch_146      ,282.862,0.175,4427,8.75,       ,
3011,Collinder_394    ,283.08,-20.2,668,7.86,       ,
3012,Ruprecht_146     ,283.117,-21.085,1735,9.1,       ,
3014,NGC_6712         ,283.267,-8.706,6905,10.05,       ,
3015,FSR_1773         ,283.308,-42.125,1312,9.2,       ,
3016,BDSB_127         ,283.335,1.247,2846,6.8,       ,
3018,Stephenson_1     ,283.515,36.805,373,7.52,       ,
3019,Berkeley_80      ,283.582,-1.217,1791,8.35,       ,
3020,NGC_6716         ,283.642,-19.885,669,7.385,       ,
3021,Archinal_1       ,283.71,5.54,1453,8,       ,
3022,Poole_J1855+10.8 ,283.785,10.775,4457,8.975,       ,
3023,NGC_6715         ,283.764,-30.48,26507,10.1,       ,
3024,NGC_6717         ,283.774,-22.701,7100,10.1,       ,
3025,Alessi_62        ,283.965,21.619,546,8.95,0.023,
3026,Poole_J1856+10.8 ,283.972,10.773,4389,8.975,0.067,
3028,ESO_524-01       ,284.167,-26.95,2796,9.5,       ,
3029,NGC_6724         ,284.175,10.415,4813,8.975,       ,
3031,FSR_0034         ,284.683,-26.794,1875,7.5,       ,
3032,NGC_6728         ,284.685,-8.965,1127,8.95,       ,
3033,NGC_6723         ,284.887,-36.632,8703,10.1,       ,
3034,NGC_6735         ,285.135,-0.47,2213,8.29,0.083,
3035,NGC_6738         ,285.337,11.6,686,9.515,0.119,
3036,NGC_6743         ,285.307,29.314,2220,8.225,0.112,
3037,FSR_0037         ,285.349,-26.57,2711,9.155,0.077,
3038,ASCC_100         ,285.405,33.575,350,7.95,       ,
3039,Berkeley_81      ,285.405,-0.46,3401,9,       ,
3042,NGC_6737         ,285.583,-18.533,2037,8.9,       ,
3043,FSR_0100         ,285.969,-0.022,2687,8,       ,
3044,ESO_397-01       ,286.027,-33.395,2207,8.245,0.073,
3046,NGC_6749         ,286.314,1.9,7902,10,       ,
3047,Alessi_56        ,286.722,9.59,5745,8.585,0.078,
3049,Juchert_3        ,286.887,6.283,1481,6,       ,
3050,Czernik_39       ,286.882,4.333,1143,7.8,       ,
3051,NGC_6755         ,286.954,4.267,2010,8,       ,
3052,NGC_6756         ,287.187,4.717,1951,8.4,       ,
3053,BDSB_11          ,287.184,5.597,2093,8.4,       ,
3054,FSR_0107         ,287.262,1.537,2847,9.1,       ,
3055,FSR_0067         ,287.407,-13.9,4079,9.1,       ,
3060,BDSB_131         ,287.629,7.883,5389,6.125,       ,
3062,NGC_6752         ,287.716,-59.985,4002,10.1,       ,
3063,Riddle_15        ,287.787,14.833,4496,9,       ,
3064,NGC_6760         ,287.8,1.03,7400,9.9,       ,
3065,Berkeley_82      ,287.835,13.096,1125,8.06,       ,
3066,FSR_0124         ,286.732,13.245,3026,8.75,       ,
3067,FSR_0123         ,287.913,12.05,3308,8.76,       ,
3070,ASCC_101         ,288.352,36.335,363,8.62,0.088,
3071,ESO_282-26       ,288.435,-42.63,1509,9.235,       ,
3072,BDSB_136         ,288.54,11.21,6292,6,       ,
3075,Berkeley_43      ,288.877,11.265,1355,8.785,       ,
3076,BDSB_137         ,289.087,11.315,5405,6,       ,
3077,NGC_6779         ,289.147,30.183,9403,10.1,       ,
3078,Ruprecht_147     ,289.092,-16.25,270,9.33,       ,
3079,NGC_6775         ,289.2,-0.922,2004,8.85,       ,
3080,ESO_231-30       ,289.26,-51.48,3276,9.5,       ,
3081,FSR_0149         ,289.282,23.98,5341,8.83,0.069,
3082,Berkeley_44      ,289.308,19.543,1978,9.15,       ,
3083,Terzan_7         ,289.432,-34.658,22795,9.9,       ,
3084,Palomar_10       ,289.509,18.567,5894,9.8,       ,
3085,ESO_141-47       ,289.563,-57.9,2974,9.445,       ,
3086,Berkeley_45      ,289.78,15.722,2360,8.86,       ,
3087,ESO_337-23       ,289.825,-37.62,1995,9.2,       ,
3088,NGC_6791         ,290.22,37.78,4926,9.645,       ,
3089,Alessi_57        ,290.224,15.685,3797,8.65,       ,
3090,FSR_0209         ,290.265,43.975,1584,8.265,       ,
3091,FSR_0126         ,290.265,13.765,2110,6.95,       ,
3093,BDSB_139         ,290.608,14.12,5950,6.1,       ,
3095,Juchert_1        ,290.64,12.667,2509,8.675,       ,
3096,BDSB_141         ,290.722,14.165,5805,6.1,       ,
3098,NGC_6793         ,290.824,22.14,724,8.695,       ,
3099,BDSB_143         ,290.8,14.455,6055,6.1,       ,
3108,BDSB_151         ,290.937,14.513,5665,6.1,       ,
3112,FSR_0134         ,291.12,16.895,2478,7,       ,
3113,King_25          ,291.124,13.7,1796,8.45,       ,
3114,BDSB_13          ,291.132,20.795,1735,7.4,       ,
3115,ASCC_102         ,291.172,29.96,1500,8.89,0.016,
3116,Kronberger_13    ,291.315,13.948,1455,8.525,       ,
3117,Dolidze_35       ,291.352,11.635,1317,8.3,       ,
3119,FSR_0110         ,291.447,2.005,1361,9.225,       ,
3120,FSR_0118         ,291.427,8.08,2883,9.025,       ,
3121,BDSB_157         ,291.51,16.33,5549,6.25,       ,
3123,FSR_0129         ,291.742,13.975,1305,8.48,       ,
3124,NGC_6800         ,291.765,25.125,1082,8.56,0.033,
3125,ESO_525-08       ,291.795,-23.59,2566,9.2,       ,
3126,Berkeley_47      ,292.117,17.36,1462,7.97,0.007,
3127,Arp_2            ,292.183,-30.356,28596,10.1,       ,
3128,King_26          ,292.24,14.873,2537,8.68,0.043,
3129,Teutsch_40       ,292.342,23.3,3150,9.115,0.049,
3130,FSR_0133         ,292.437,15.553,2814,8.415,       ,
3131,FSR_0070         ,292.495,-15.17,1537,9.565,0.07,
3132,Teutsch_42       ,292.554,18.533,2003,6.1,       ,
3134,NGC_6802         ,292.651,20.272,1775,8.955,0.022,
3135,FSR_0131         ,292.678,15.429,1303,6.7,       ,
3136,FSR_0083         ,292.713,-10.578,4213,9.4,       ,
3137,BDSB_156         ,292.935,18.68,3447,7.99,       ,
3138,Kronberger_79    ,293.475,18.528,3369,8.39,       ,
3139,FSR_0142         ,293.895,20.125,2669,6.4,       ,
3140,Stock_1          ,293.955,25.175,350,8.54,0.087,
3141,ASCC_103         ,294.075,35.66,841,8.39,       ,
3142,FSR_0193         ,294.121,37.694,2076,8.99,0.047,
3143,NGC_6811         ,294.342,46.395,1227,8.805,0.017,
3144,Teutsch_27       ,294.342,18.695,3600,8.75,0.046,
3145,FSR_0148         ,294.367,21.315,941,6,       ,
3147,ASCC_104         ,294.742,18.665,774,7.71,       ,
3148,Kronberger_3     ,294.75,6.768,3685,8.3,       ,
3149,Saurer_5         ,294.895,25.652,5276,8.87,0.023,
3150,NGC_6809         ,294.999,-30.965,5428,10.1,       ,
3151,Kronberger_31    ,295.045,26.25,12617,8.5,       ,
3152,FSR_0132         ,295.042,14.175,3918,9.1,       ,
3155,NGC_6819         ,295.32,40.195,2360,9.21,0.024,
3156,Terzan_8         ,295.435,-33.999,26316,10.1,       ,
3157,ASCC_105         ,295.39,27.383,494,7.91,       ,
3159,Skiff_J1942+38.6 ,295.6,38.64,2642,9.25,       ,
3161,Czernik_40       ,295.657,21.143,3422,8.93,       ,
3162,Teutsch_43       ,295.692,29.85,2105,9.25,       ,
3163,NGC_6823         ,295.785,23.3,1764,7.01,       ,
3164,ASCC_106         ,295.83,1.62,525,8.42,       ,
3166,FSR_0160         ,296.182,26.905,2289,8.69,0.032,
3168,Turner_9         ,296.205,29.26,852,8.03,       ,
3169,Roslund_1        ,296.28,17.51,788,8.765,0.019,
3170,Kronberger_4     ,296.287,28.167,3731,9.1,       ,
3171,Palomar_11       ,296.31,-8,13412,10,       ,
3172,Turner_8         ,296.337,27.828,2839,8.97,0.034,
3173,Roslund_2        ,296.317,23.9,1668,6.78,       ,
3174,Kronberger_5     ,296.475,27.85,1112,8.095,0.111,
3177,Dolidze_53       ,296.577,24.632,1392,7.335,       ,
3178,Sh2_88B          ,296.7,25.172,2471,6.5,       ,
3179,FSR_0085         ,296.805,-11.855,1338,9.375,       ,
3180,Teutsch_7        ,296.925,24.255,4929,8.65,       ,
3181,FSR_0154         ,296.995,23.337,4394,7,       ,
3182,FSR_0158         ,297.015,26.04,2769,8.505,0.069,
3183,NGC_6832         ,296.989,59.398,3095,9.285,       ,
3184,Turner_1         ,297.112,27.295,2787,8.74,0.038,
3185,ASCC_107         ,297.105,21.958,672,8.045,0.116,
3186,NGC_6827         ,297.213,21.215,4192,9.06,0.1,
3187,BDSB_15          ,297.301,26.835,2743,8.59,       ,
3188,Dias_7           ,297.367,21.167,2796,9.32,       ,
3190,NGC_6828         ,297.562,7.905,603,8.25,       ,
3191,NGC_6830         ,297.75,23.1,1841,8.105,0.062,
3192,Czernik_41       ,297.75,25.27,1540,8.47,       ,
3193,Saurer_6         ,297.759,32.233,7329,9.2,       ,
3194,FSR_0182         ,297.937,33.535,4569,9,       ,
3195,Dias_8           ,298.042,11.628,4785,9.15,       ,
3196,FSR_0143         ,298.05,18.488,3065,8.82,0.032,
3197,NGC_6834         ,298.05,29.41,2173,7.98,       ,
3198,Harvard_20       ,298.3,18.323,1604,8.05,       ,
3199,NGC_6837         ,298.275,11.695,3367,9.195,       ,
3200,NGC_6838         ,298.443,18.779,3999,10.05,       ,
3201,ASCC_108         ,298.455,39.4,1039,8.425,       ,
3202,ASCC_109         ,298.522,34.545,479,8.125,       ,
3203,NGC_6839         ,298.665,17.87,5588,9.3,       ,
3204,BDSB_16          ,298.75,27.216,1951,7.55,       ,
3205,NGC_6840         ,298.83,12.13,2451,9.4,       ,
3206,NGC_6843         ,299.047,12.182,4200,9.26,       ,
3207,NGC_6846         ,299.109,32.355,4451,9.155,       ,
3209,SAI_132          ,299.266,31.611,2860,8.75,       ,
3210,FSR_0165         ,299.512,26.755,2628,6.91,       ,
3211,Kronberger_52    ,299.533,30.883,2735,9,       ,
3212,Loiano_1         ,299.572,32.55,1447,8.9,       ,
3213,Roslund_3        ,299.662,20.514,1582,7.7,       ,
3215,NGC_6856         ,299.821,56.117,1202,9.01,       ,
3216,Berkeley_49      ,299.872,34.645,2296,8.46,       ,
3217,Patchick_89      ,299.895,49.285,3260,9.2,       ,
3218,FSR_0172         ,300.007,29.221,1689,9.125,       ,
3219,FSR_0163         ,300.087,25.42,3412,8.55,       ,
3220,Kronberger_68    ,300.15,30.577,977,8.54,       ,
3221,BDSB_18          ,300.282,33.189,3518,7,       ,
3222,Toepler_1        ,300.322,33.615,2088,8.655,0.042,
3223,Berkeley_83      ,300.36,28.63,7837,8.685,       ,
3224,FSR_0162         ,300.39,25.215,1721,8.95,       ,
3227,Kronberger_69    ,300.487,31.445,8486,7.9,       ,
3228,FSR_0188         ,300.495,33.917,3354,8.2,0.1,
3229,Teutsch_8        ,300.607,35.306,1668,7.5,       ,
3231,Dolidze_36       ,300.615,42.165,970,8.92,       ,
3232,FSR_0198         ,300.618,35.685,2303,6.56,       ,
3233,NGC_6858         ,300.75,11.26,2108,9.37,       ,
3234,ASCC_110         ,300.735,33.57,852,8.55,       ,
3235,Dolidze_37       ,300.712,37.65,1400,7.585,       ,
3236,FSR_0241         ,300.727,46.195,1037,9.1,       ,
3237,Kronberger_54    ,300.783,31.967,2900,8.83,       ,
3239,NGC_6866         ,300.987,44.16,1326,8.64,0.027,
3241,Berkeley_84      ,301.17,33.906,2047,8.08,       ,
3242,Alessi_10        ,301.182,-10.485,513,8.195,       ,
3244,FSR_0167         ,301.215,27.093,1993,8.2,       ,
3246,Roslund_4        ,301.225,29.217,2096,6.6,       ,
3247,ESO_461-38       ,301.222,-30.355,2402,8.975,       ,
3249,FSR_0136         ,301.357,11.942,4860,9.35,       ,
3250,FSR_0190         ,301.372,33.567,3924,6.1,       ,
3251,Dolidze_38       ,301.47,41.195,1532,9.165,0.001,
3252,Dol-Dzim_10      ,301.465,40.54,2394,9.1,       ,
3253,NGC_6871         ,301.5,35.77,1791,6.99,       ,
3254,NGC_6864         ,301.515,-21.921,20897,10.05,       ,
3255,Kronberger_28    ,301.627,35.57,2694,8.855,0.033,
3257,Basel_6          ,301.672,38.365,3108,9.11,0.045,
3258,FSR_0192         ,301.74,33.823,2645,7.2,       ,
3262,Biurakan_1       ,301.897,35.713,1580,7.035,0.001,
3263,NGC_6873         ,301.92,21.09,4785,9.175,0.033,
3264,FSR_0170         ,301.927,27.556,4023,8.9,       ,
3265,FSR_0112         ,302.107,-3.543,1221,9.345,       ,
3267,Biurakan_2       ,302.317,35.48,1142,7.23,0.111,
3268,Dolidze_1        ,302.427,36.498,1445,7.6,       ,
3269,FSR_0189         ,302.46,32.91,2588,6.5,       ,
3270,Dolidze_2        ,302.505,41.355,4296,8.785,       ,
3271,IC_1311          ,302.698,41.178,5895,9.15,       ,
3272,Roslund_5        ,302.595,33.78,508,7.57,       ,
3273,Berkeley_50      ,302.52,34.97,1952,8.375,0.084,
3274,ASCC_111         ,302.775,37.465,1580,6.65,       ,
3275,NGC_6883         ,302.835,35.83,1380,7.71,0.059,
3276,Ruprecht_172     ,302.955,35.665,1803,9.065,0.025,
3278,NGC_6882         ,302.949,26.81,432,8.2,       ,
3279,FSR_0174         ,302.995,28.31,831,7.5,       ,
3280,Berkeley_51      ,302.974,34.41,3292,8.255,       ,
3282,NGC_6885         ,303.007,26.515,3776,9.045,0.018,
3283,Kronberger_72    ,303.082,37.88,1073,8.85,       ,
3285,FSR_0178         ,303.292,29.113,3810,9.18,0.029,
3286,FSR_0166         ,303.4,25.455,1904,9.045,       ,
3287,Kronberger_73    ,303.442,36.749,2685,8.83,       ,
3288,Berkeley_52      ,303.622,28.94,4947,9,       ,
3290,FSR_0219         ,303.765,41.185,884,6.5,       ,
3291,Patchick_75      ,303.757,33.921,1928,9.06,       ,
3292,Dolidze_3        ,303.855,36.815,1032,8.29,0.02,
3294,Dolidze_39       ,304.05,37.88,1916,9.05,       ,
3295,ASCC_112         ,304.095,52.098,569,8.15,       ,
3296,NGC_6895         ,304.035,50.245,1935,9.33,       ,
3297,IC_4996          ,304.14,37.64,1764,7.15,       ,
3298,FSR_0195         ,304.212,33.617,2331,9.345,       ,
3299,Melotte_227      ,304.2,-79.04,2218,9.7,       ,
3300,vdBergh_130      ,304.425,39.35,1589,7.4,       ,
3301,Feibelman_1      ,304.446,38.033,1457,6.7,       ,
3303,Dolidze_40       ,304.485,37.875,2702,8.4,       ,
3304,Kronberger_74    ,304.515,36.76,2405,9,       ,
3305,Collinder_419    ,304.53,40.725,871,7.1,       ,
3306,FSR_0232         ,304.579,42.625,1546,8.15,       ,
3307,Teutsch_124      ,304.587,31.21,2103,9.395,       ,
3310,FSR_0254         ,304.747,46.31,1073,7.265,       ,
3311,Berkeley_85      ,304.687,37.73,1760,9.065,0.019,
3312,FSR_0223         ,304.957,40.895,2466,6.55,       ,
3313,Dolidze_42       ,304.905,38.141,1239,7.525,       ,
